id,title,company,location,date_posted,job_type,interval,min_amount,max_amount,currency,is_remote,company_industry,city,seniority,year_exp,education,description
1733,Data Scientist,BNP Paribas,Paris,2026-02-11,full-time,yearly,40236,52619,GBP,False,Finance,Madrid,junior,6,phd,"Join BNP Paribas in Paris as a junior team member. Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
1734,Data Analyst,BNP Paribas,New York,2026-03-10,internship,yearly,1706,2063,EUR,False,Consulting,London,intern,0,master,"As an intern at BNP Paribas in New York, you will Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
1735,Data Engineer,Google,London,2025-08-23,full-time,yearly,1586,2776,USD,False,Industrial,Berlin,intern,3,bachelor,"As an intern at Google in London, you will Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
1736,Data Scientist,Google,London,2026-02-10,full-time,yearly,70678,102930,USD,True,Consulting,Berlin,senior,10,phd,We are looking for a senior Data Scientist at Google (London). Develop statistical models and ML algorithms to support product and growth initiatives. Work cross-functionally with data engineers to ensure data quality and availability. Monitor model performance in production and iterate based on real-world feedback.
1737,ML Engineer,Microsoft,London,2025-11-23,internship,yearly,102938,149710,GBP,True,Finance,Berlin,lead,11,master,Lead a high-impact team at Microsoft in London. Develop end-to-end machine learning systems from data ingestion to model serving. Optimize model latency and throughput to meet production SLA requirements. Implement CI/CD pipelines for automated model training and deployment.
1738,Data Analyst,Meta,Paris,2025-05-04,full-time,yearly,63724,109936,GBP,True,Finance,New York,senior,5,unknown,"We are looking for a senior Data Analyst at Meta (Paris). Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
1739,Data Scientist,Google,Berlin,2026-02-20,full-time,yearly,78528,88343,USD,False,Tech,New York,senior,1,phd,We are looking for a senior Data Scientist at Google (Berlin). Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations.
1740,Data Scientist,Airbus,Madrid,2026-04-04,internship,yearly,1420,2851,USD,True,Finance,New York,intern,2,bachelor,"As an intern at Airbus in Madrid, you will Develop statistical models and ML algorithms to support product and growth initiatives. Work cross-functionally with data engineers to ensure data quality and availability. Monitor model performance in production and iterate based on real-world feedback."
1741,ML Engineer,Microsoft,New York,2025-12-29,part-time,yearly,94297,146121,EUR,False,Finance,Berlin,lead,11,master,Lead a high-impact team at Microsoft in New York. Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
1742,Data Analyst,Microsoft,Paris,2025-07-07,internship,yearly,73310,83054,USD,True,Consulting,New York,senior,2,phd,"We are looking for a senior Data Analyst at Microsoft (Paris). Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
1743,Data Scientist,Meta,Berlin,2025-12-07,internship,yearly,73448,95521,GBP,True,Consulting,Paris,senior,10,bachelor,We are looking for a senior Data Scientist at Meta (Berlin). Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations.
1744,AI Researcher,Microsoft,London,2026-03-13,internship,yearly,1059,2246,GBP,True,Consulting,London,intern,0,unknown,"As an intern at Microsoft in London, you will Explore novel model architectures and training methods to push performance boundaries. Design rigorous experiments, analyze results, and iterate on hypotheses rapidly. Stay current with the latest literature and contribute new ideas to the research community."
1745,Data Analyst,Amazon,London,2026-03-13,part-time,yearly,101202,147959,GBP,True,Industrial,New York,lead,10,master,Lead a high-impact team at Amazon in London. Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting.
1746,Data Analyst,BNP Paribas,New York,2025-12-30,internship,yearly,65038,104610,EUR,False,Industrial,Madrid,senior,3,master,"We are looking for a senior Data Analyst at BNP Paribas (New York). Analyze business data to identify trends, patterns, and actionable opportunities. Build dashboards and reports using tools such as Tableau, Looker, or Power BI. Partner with business stakeholders to define KPIs and measure initiative performance."
1747,AI Researcher,Meta,London,2025-06-10,full-time,yearly,1339,2257,GBP,True,Finance,Paris,intern,2,phd,"As an intern at Meta in London, you will Explore novel model architectures and training methods to push performance boundaries. Design rigorous experiments, analyze results, and iterate on hypotheses rapidly. Stay current with the latest literature and contribute new ideas to the research community."
1748,ML Engineer,Microsoft,London,2025-06-28,full-time,yearly,34656,58431,GBP,False,Tech,Berlin,junior,9,master,Join Microsoft in London as a junior team member. Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
1749,Data Scientist,Airbus,London,2026-03-14,internship,yearly,41098,51854,USD,False,Finance,Paris,junior,9,bachelor,Join Airbus in London as a junior team member. Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations.
1750,ML Engineer,Google,Berlin,2025-07-19,part-time,yearly,35293,55768,USD,True,Industrial,Paris,junior,9,unknown,"Join Google in Berlin as a junior team member. Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
1751,Data Scientist,Airbus,Berlin,2025-10-01,part-time,yearly,1562,2007,USD,False,Industrial,Berlin,intern,9,phd,"As an intern at Airbus in Berlin, you will Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
1752,Data Analyst,BNP Paribas,London,2025-11-30,internship,yearly,843,2569,USD,False,Finance,London,intern,2,master,"As an intern at BNP Paribas in London, you will Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
1753,AI Researcher,Airbus,London,2025-05-17,internship,yearly,112500,152746,USD,False,Tech,Berlin,lead,6,master,Lead a high-impact team at Airbus in London. Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences.
1754,AI Researcher,Microsoft,London,2026-03-13,internship,yearly,107322,131181,EUR,True,Finance,New York,lead,11,unknown,Lead a high-impact team at Microsoft in London. Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences.
1755,Data Engineer,Microsoft,New York,2026-03-22,part-time,yearly,41123,59966,GBP,True,Tech,London,junior,5,bachelor,"Join Microsoft in New York as a junior team member. Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
1756,Data Analyst,Meta,New York,2025-09-24,part-time,yearly,68411,83087,EUR,True,Tech,Berlin,senior,8,unknown,"We are looking for a senior Data Analyst at Meta (New York). Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
1757,Data Engineer,Microsoft,New York,2025-08-02,full-time,yearly,35896,45836,GBP,True,Tech,Berlin,junior,7,phd,"Join Microsoft in New York as a junior team member. Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
1758,Data Scientist,Airbus,London,2025-10-27,internship,yearly,106878,133828,GBP,False,Tech,London,lead,0,bachelor,"Lead a high-impact team at Airbus in London. Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
1759,Data Analyst,Microsoft,London,2025-08-04,full-time,yearly,42719,56147,GBP,True,Tech,Berlin,junior,0,master,Join Microsoft in London as a junior team member. Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting.
1760,AI Researcher,Microsoft,Berlin,2025-11-25,internship,yearly,1704,2194,EUR,False,Industrial,London,intern,5,bachelor,"As an intern at Microsoft in Berlin, you will Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences."
1761,Data Scientist,Airbus,Paris,2025-09-17,internship,yearly,806,2824,EUR,True,Tech,Madrid,intern,5,bachelor,"As an intern at Airbus in Paris, you will Develop statistical models and ML algorithms to support product and growth initiatives. Work cross-functionally with data engineers to ensure data quality and availability. Monitor model performance in production and iterate based on real-world feedback."
1762,ML Engineer,Amazon,New York,2025-11-15,part-time,yearly,42630,47898,EUR,False,Consulting,Madrid,junior,11,phd,"Join Amazon in New York as a junior team member. Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
1763,Data Analyst,Amazon,New York,2025-04-18,internship,yearly,36972,49449,GBP,False,Consulting,Paris,junior,5,master,"Join Amazon in New York as a junior team member. Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
1764,Data Scientist,Airbus,Madrid,2025-08-03,full-time,yearly,92444,138287,USD,False,Consulting,Paris,lead,2,phd,"Lead a high-impact team at Airbus in Madrid. Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
1765,ML Engineer,Google,London,2025-10-27,internship,yearly,119740,136387,GBP,True,Tech,Madrid,lead,12,phd,"Lead a high-impact team at Google in London. Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
1766,Data Scientist,Airbus,Paris,2025-12-17,internship,yearly,39204,59905,EUR,False,Finance,Madrid,junior,3,bachelor,Join Airbus in Paris as a junior team member. Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations.
1767,ML Engineer,Meta,Madrid,2026-02-22,internship,yearly,60436,86060,EUR,False,Finance,Paris,senior,11,unknown,We are looking for a senior ML Engineer at Meta (Madrid). Develop end-to-end machine learning systems from data ingestion to model serving. Optimize model latency and throughput to meet production SLA requirements. Implement CI/CD pipelines for automated model training and deployment.
1768,Data Analyst,Microsoft,Paris,2025-08-31,internship,yearly,38537,48212,EUR,False,Consulting,Madrid,junior,7,unknown,Join Microsoft in Paris as a junior team member. Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting.
1769,ML Engineer,Google,Paris,2026-03-19,internship,yearly,78491,87185,EUR,True,Consulting,Paris,senior,11,bachelor,"We are looking for a senior ML Engineer at Google (Paris). Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
1770,Data Engineer,Airbus,Berlin,2025-07-21,internship,yearly,1699,2015,GBP,True,Consulting,New York,intern,2,bachelor,"As an intern at Airbus in Berlin, you will Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
1771,Data Engineer,BNP Paribas,London,2025-04-21,full-time,yearly,77424,89035,GBP,True,Finance,London,senior,10,bachelor,"We are looking for a senior Data Engineer at BNP Paribas (London). Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
1772,Data Engineer,Microsoft,New York,2025-10-17,part-time,yearly,68143,107152,EUR,False,Tech,Madrid,senior,11,master,"We are looking for a senior Data Engineer at Microsoft (New York). Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
1773,Data Analyst,Meta,London,2025-06-30,full-time,yearly,1392,2549,EUR,False,Tech,London,intern,3,master,"As an intern at Meta in London, you will Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
1774,Data Engineer,BNP Paribas,London,2025-06-03,full-time,yearly,1810,2039,GBP,True,Industrial,London,intern,6,master,"As an intern at BNP Paribas in London, you will Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
1775,Data Analyst,Microsoft,Madrid,2025-08-16,part-time,yearly,118678,126393,EUR,True,Consulting,Madrid,lead,9,bachelor,Lead a high-impact team at Microsoft in Madrid. Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting.
1776,Data Scientist,Microsoft,New York,2025-08-18,internship,yearly,61465,86288,GBP,True,Finance,Madrid,senior,6,unknown,We are looking for a senior Data Scientist at Microsoft (New York). Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations.
1777,Data Scientist,Microsoft,Paris,2025-06-14,internship,yearly,31881,55529,USD,False,Finance,New York,junior,9,phd,Join Microsoft in Paris as a junior team member. Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations.
1778,Data Engineer,Google,Paris,2025-08-20,part-time,yearly,41438,57978,GBP,False,Industrial,London,junior,11,bachelor,"Join Google in Paris as a junior team member. Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
1779,AI Researcher,Amazon,New York,2025-07-09,part-time,yearly,31600,51041,USD,True,Finance,New York,junior,8,master,"Join Amazon in New York as a junior team member. Explore novel model architectures and training methods to push performance boundaries. Design rigorous experiments, analyze results, and iterate on hypotheses rapidly. Stay current with the latest literature and contribute new ideas to the research community."
1780,ML Engineer,Airbus,Paris,2025-08-18,part-time,yearly,36000,47889,EUR,False,Tech,New York,junior,7,master,Join Airbus in Paris as a junior team member. Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
1781,AI Researcher,Airbus,New York,2026-03-29,part-time,yearly,1234,2848,GBP,False,Tech,New York,intern,6,bachelor,"As an intern at Airbus in New York, you will Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences."
1782,Data Analyst,Amazon,Berlin,2025-07-13,part-time,yearly,68756,91050,GBP,False,Finance,New York,senior,4,master,"We are looking for a senior Data Analyst at Amazon (Berlin). Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
1783,ML Engineer,BNP Paribas,Paris,2025-12-28,full-time,yearly,36512,55415,GBP,True,Finance,New York,junior,11,phd,Join BNP Paribas in Paris as a junior team member. Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
1784,Data Analyst,Microsoft,Paris,2025-12-23,part-time,yearly,31654,47798,GBP,False,Consulting,Paris,junior,10,unknown,Join Microsoft in Paris as a junior team member. Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting.
1785,AI Researcher,Meta,New York,2025-05-06,internship,yearly,908,2746,EUR,False,Consulting,London,intern,9,master,"As an intern at Meta in New York, you will Explore novel model architectures and training methods to push performance boundaries. Design rigorous experiments, analyze results, and iterate on hypotheses rapidly. Stay current with the latest literature and contribute new ideas to the research community."
1786,Data Scientist,Meta,Paris,2026-03-15,part-time,yearly,1697,2601,GBP,True,Industrial,Madrid,intern,9,unknown,"As an intern at Meta in Paris, you will Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations."
1787,ML Engineer,Meta,London,2025-11-02,internship,yearly,92957,145259,USD,True,Finance,Paris,lead,8,unknown,Lead a high-impact team at Meta in London. Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
1788,Data Engineer,BNP Paribas,London,2025-07-19,part-time,yearly,61107,97865,USD,True,Consulting,London,senior,4,phd,"We are looking for a senior Data Engineer at BNP Paribas (London). Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
1789,Data Engineer,Meta,New York,2025-06-15,internship,yearly,109088,132264,GBP,False,Tech,New York,lead,10,bachelor,"Lead a high-impact team at Meta in New York. Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
1790,Data Scientist,Amazon,London,2025-11-05,full-time,yearly,36907,59118,EUR,True,Finance,Madrid,junior,4,bachelor,Join Amazon in London as a junior team member. Develop statistical models and ML algorithms to support product and growth initiatives. Work cross-functionally with data engineers to ensure data quality and availability. Monitor model performance in production and iterate based on real-world feedback.
1791,Data Scientist,Google,Paris,2025-07-18,part-time,yearly,109003,123588,GBP,False,Consulting,Berlin,lead,12,master,Lead a high-impact team at Google in Paris. Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations.
1792,Data Analyst,Meta,London,2026-01-01,internship,yearly,995,2231,EUR,False,Industrial,London,intern,1,phd,"As an intern at Meta in London, you will Own analytical deep-dives across key business areas including growth, retention, and revenue. Maintain data documentation and ensure consistency of metrics across teams. Proactively surface insights that influence product roadmap and operational priorities."
1793,Data Analyst,Google,London,2026-04-01,full-time,yearly,64159,108705,GBP,False,Industrial,London,senior,4,phd,"We are looking for a senior Data Analyst at Google (London). Analyze business data to identify trends, patterns, and actionable opportunities. Build dashboards and reports using tools such as Tableau, Looker, or Power BI. Partner with business stakeholders to define KPIs and measure initiative performance."
1794,Data Scientist,Microsoft,New York,2025-12-21,full-time,yearly,1924,2367,GBP,True,Tech,Paris,intern,4,bachelor,"As an intern at Microsoft in New York, you will Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations."
1795,Data Engineer,Amazon,Berlin,2025-10-15,internship,yearly,73213,97533,GBP,True,Industrial,Paris,senior,6,bachelor,"We are looking for a senior Data Engineer at Amazon (Berlin). Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
1796,Data Scientist,Airbus,Berlin,2025-10-31,internship,yearly,37681,50349,USD,True,Consulting,London,junior,11,phd,Join Airbus in Berlin as a junior team member. Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations.
1797,Data Engineer,Microsoft,Paris,2025-12-20,part-time,yearly,98353,147032,EUR,False,Consulting,New York,lead,9,unknown,"Lead a high-impact team at Microsoft in Paris. Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
1798,ML Engineer,Airbus,New York,2025-04-20,full-time,yearly,111727,144528,EUR,False,Finance,New York,lead,7,phd,"Lead a high-impact team at Airbus in New York. Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
1799,Data Engineer,Airbus,Madrid,2025-11-04,full-time,yearly,104054,150543,GBP,False,Tech,London,lead,7,master,"Lead a high-impact team at Airbus in Madrid. Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
1800,Data Scientist,Google,London,2025-07-01,internship,yearly,94580,148451,USD,True,Finance,London,lead,3,master,"Lead a high-impact team at Google in London. Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
1801,ML Engineer,Amazon,New York,2025-10-18,internship,yearly,105905,137595,GBP,False,Tech,New York,lead,11,phd,"Lead a high-impact team at Amazon in New York. Train, evaluate, and deploy machine learning models in scalable production environments. Build ML infrastructure including feature stores, model registries, and serving APIs. Work closely with researchers to bridge the gap between experimentation and deployment."
1802,AI Researcher,Amazon,Paris,2025-11-05,internship,yearly,63851,84836,USD,True,Finance,Berlin,senior,10,phd,"We are looking for a senior AI Researcher at Amazon (Paris). Conduct original research on deep learning, NLP, or computer vision to advance the state of the art. Publish findings in top-tier academic venues and open-source key contributions. Collaborate with applied teams to transfer research breakthroughs into real products."
1803,AI Researcher,Google,London,2025-06-27,internship,yearly,1149,2149,EUR,False,Consulting,New York,intern,8,master,"As an intern at Google in London, you will Explore novel model architectures and training methods to push performance boundaries. Design rigorous experiments, analyze results, and iterate on hypotheses rapidly. Stay current with the latest literature and contribute new ideas to the research community."
1804,Data Scientist,BNP Paribas,Madrid,2026-03-06,internship,yearly,116477,122197,EUR,True,Consulting,London,lead,12,unknown,Lead a high-impact team at BNP Paribas in Madrid. Develop statistical models and ML algorithms to support product and growth initiatives. Work cross-functionally with data engineers to ensure data quality and availability. Monitor model performance in production and iterate based on real-world feedback.
1805,Data Analyst,BNP Paribas,London,2025-10-05,full-time,yearly,37822,56602,USD,False,Finance,New York,junior,2,master,"Join BNP Paribas in London as a junior team member. Analyze business data to identify trends, patterns, and actionable opportunities. Build dashboards and reports using tools such as Tableau, Looker, or Power BI. Partner with business stakeholders to define KPIs and measure initiative performance."
1806,AI Researcher,Airbus,New York,2025-04-13,part-time,yearly,41307,53321,USD,True,Finance,Madrid,junior,5,unknown,"Join Airbus in New York as a junior team member. Explore novel model architectures and training methods to push performance boundaries. Design rigorous experiments, analyze results, and iterate on hypotheses rapidly. Stay current with the latest literature and contribute new ideas to the research community."
1807,Data Engineer,Amazon,Paris,2025-05-04,full-time,yearly,91060,144900,USD,True,Finance,Paris,lead,12,bachelor,"Lead a high-impact team at Amazon in Paris. Build and maintain scalable data pipelines to collect, transform, and store large volumes of data. Design data warehouse schemas and optimize query performance for analytical workloads. Collaborate with data scientists and analysts to ensure reliable data availability."
1808,ML Engineer,Google,Madrid,2025-08-03,part-time,yearly,109406,145516,GBP,True,Consulting,Madrid,lead,3,master,Lead a high-impact team at Google in Madrid. Develop end-to-end machine learning systems from data ingestion to model serving. Optimize model latency and throughput to meet production SLA requirements. Implement CI/CD pipelines for automated model training and deployment.
1809,AI Researcher,Airbus,London,2025-06-02,part-time,yearly,117863,159860,USD,False,Industrial,Madrid,lead,4,bachelor,Lead a high-impact team at Airbus in London. Lead research projects on foundational AI topics aligned with long-term product goals. Mentor junior researchers and foster a culture of intellectual curiosity. Engage with external academic partners and represent the company at conferences.
1810,Data Scientist,Meta,New York,2025-05-09,internship,yearly,1830,2448,GBP,False,Tech,Berlin,intern,1,master,"As an intern at Meta in New York, you will Design and implement machine learning pipelines to solve complex business problems. Perform exploratory data analysis, feature engineering, and model evaluation. Present results to stakeholders and drive data-informed decision making."
1811,ML Engineer,Microsoft,Paris,2026-01-05,internship,yearly,38391,46896,EUR,False,Consulting,Paris,junior,6,unknown,Join Microsoft in Paris as a junior team member. Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
1812,Data Scientist,Airbus,New York,2026-01-21,full-time,yearly,90856,143358,USD,False,Consulting,London,lead,12,unknown,Lead a high-impact team at Airbus in New York. Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations.
1813,Data Engineer,Airbus,New York,2025-05-12,part-time,yearly,109487,148159,USD,True,Consulting,London,lead,0,unknown,"Lead a high-impact team at Airbus in New York. Develop ETL workflows using modern orchestration tools such as Airflow or dbt. Maintain cloud-based data infrastructure on AWS, GCP, or Azure. Ensure data reliability, lineage, and governance across the organization."
1814,AI Researcher,Microsoft,Berlin,2025-05-14,full-time,yearly,42996,57927,USD,False,Finance,London,junior,3,master,"Join Microsoft in Berlin as a junior team member. Conduct original research on deep learning, NLP, or computer vision to advance the state of the art. Publish findings in top-tier academic venues and open-source key contributions. Collaborate with applied teams to transfer research breakthroughs into real products."
1815,Data Engineer,BNP Paribas,Madrid,2025-12-19,internship,yearly,1734,2923,EUR,False,Industrial,Madrid,intern,2,unknown,"As an intern at BNP Paribas in Madrid, you will Architect and implement real-time and batch data processing systems at scale. Partner with software engineers to integrate data systems into core products. Define best practices for data modeling, testing, and pipeline observability."
1816,Data Analyst,Google,Berlin,2025-08-01,internship,yearly,43141,49454,EUR,False,Industrial,London,junior,7,bachelor,"Join Google in Berlin as a junior team member. Analyze business data to identify trends, patterns, and actionable opportunities. Build dashboards and reports using tools such as Tableau, Looker, or Power BI. Partner with business stakeholders to define KPIs and measure initiative performance."
1817,Data Analyst,Microsoft,Berlin,2025-12-06,internship,yearly,1712,2583,EUR,True,Tech,London,intern,2,master,"As an intern at Microsoft in Berlin, you will Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting."
1818,Data Scientist,Microsoft,Paris,2025-05-11,full-time,yearly,117143,144244,USD,False,Tech,Madrid,lead,9,bachelor,Lead a high-impact team at Microsoft in Paris. Apply statistical modeling and machine learning to extract insights from large datasets. Collaborate with engineering and product teams to deploy predictive models into production. Communicate findings clearly through data visualizations and business recommendations.
1819,Data Analyst,Microsoft,Madrid,2026-03-29,full-time,yearly,73497,99613,GBP,True,Industrial,New York,senior,0,phd,"We are looking for a senior Data Analyst at Microsoft (Madrid). Analyze business data to identify trends, patterns, and actionable opportunities. Build dashboards and reports using tools such as Tableau, Looker, or Power BI. Partner with business stakeholders to define KPIs and measure initiative performance."
1820,Data Analyst,Google,Berlin,2025-11-09,part-time,yearly,38378,56907,GBP,True,Finance,Paris,junior,5,unknown,Join Google in Berlin as a junior team member. Translate complex data into clear narratives that drive strategic decisions. Write SQL queries and Python scripts to aggregate and clean large datasets. Collaborate with product and marketing teams on A/B test analysis and reporting.
1821,ML Engineer,Airbus,Berlin,2025-07-18,full-time,yearly,40567,51323,USD,True,Consulting,Paris,junior,11,phd,Join Airbus in Berlin as a junior team member. Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
1822,ML Engineer,Google,Berlin,2025-06-06,internship,yearly,63321,83252,GBP,True,Consulting,London,senior,10,phd,We are looking for a senior ML Engineer at Google (Berlin). Design robust ML platforms that enable rapid experimentation and reliable deployment. Collaborate with data scientists to productionize models at scale. Monitor model drift and maintain model quality in live systems.
